0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,2,0,0,0,54,50,50,50,50,50,50,50,2,0,54,50,2,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,54,2,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50
0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,54,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50
0,54,2,0,54,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,2,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,54,50,50,2,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,54,2,0,0,54,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
0,54,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,54,50,50,50,50,2,0,0,0,0,54,50,50,50,2,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,2,0,0,0,0,0,0,0,0,0,0,0,54,50,2,54,50,50,50,50,50,2,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50,50,2,0,0,0,54,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0
0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,54,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,54,2,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2
0,54,50,50,50,50,50,50,50,50,50,2,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,2,0,0,0,0,0,0,54,50,2,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,54,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,54,50,50,2
0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,54,50,50,50,50,2,0,0,0,0,0,54,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50
0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,2,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,54,50,50,50,50,2,0,0,54,2,54,50,50,50,50,50,2,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,2,0,54,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,2,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,54,50,2,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2
0,0,0,0,0,0,0,0,0,0,54,2,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,54,50,50,2,54,50,50,50,50,50,50,2,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50
0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,0,54,2,0,0,0,0,54,50,50,50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,54,50,2,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,2
0,54,2,0,0,0,0,0,0,0,0,0,54,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0
0,54,50,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,0,0,54,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,54,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,54,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,54,50,50,50,50,50,50,2,0,54,50,50,50,50,50,50,50,50,50
0,54,50,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,54,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,54,50,2,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,54,50,50,50,50,2,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,2,0,0,0,0,0,54,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,0,0,0,0,0,0,0,0
